Domain,Mobile,Desktop,Web,IoT,Date_Difference,Expected Team Size,Expected Budget,Risk
1,0,1,0,1,-1.63007552246658,0.6642476065957766,-0.7545798692863196,3
1,0,1,1,0,0.14227236455740658,-1.1160393639223982,1.0783537262696286,3
1,1,1,0,1,1.6760349590973949,1.4060338443116829,-1.0835052763122708,3
1,0,0,1,0,1.0966135344933994,-0.9676821163792169,0.6612659578529976,3
1,0,1,0,0,-1.2892393903465826,0.5158903590525954,1.5464601593779579,1
1,1,1,1,0,-0.0963129279265916,-0.8193248688360357,-1.1079721887830194,3
1,1,1,1,0,-1.5278246828305808,0.5158903590525954,1.4685063236606755,1
1,0,1,0,0,0.005937911709407617,-0.5226103737496732,-0.19991664103171788,2
1,1,1,1,0,-1.6982427488905794,0.5158903590525954,-1.1643107893890234,3
1,1,0,1,1,-0.062229314714591866,-0.6709676212928545,1.3241491437157296,3
1,1,0,0,0,0.4149412702534045,-0.374253126206492,-0.3335380944468937,3
1,1,1,1,0,0.5512757231014035,1.1093193492253204,0.02869682123169267,3
1,1,0,0,0,-0.6757343525305872,1.554391091854864,0.7387644837397763,1
1,1,0,1,1,1.4715332798253964,-0.6709676212928545,-0.7324134696433788,3
1,0,1,0,1,-1.1188213242865839,-1.2643966114655794,0.7093131268087772,3
1,1,1,0,0,1.3692824401893973,0.3675331115094142,1.3930447101735184,3
1,0,1,1,1,0.7216937891614021,1.554391091854864,0.6442517483973349,3
1,1,0,1,0,0.3808576570414048,0.6642476065957766,-1.144828321378525,3
1,0,1,1,1,-0.7098179657425869,1.1093193492253204,1.219811301504525,1
1,0,1,0,0,1.1988643741293985,-0.8193248688360357,0.45563366019237633,3
1,0,0,0,1,1.2329479873413982,0.8126048541389579,-1.1873878086929714,3
1,0,1,1,1,-0.8802360318025857,-0.9676821163792169,-1.2923247427864175,3
1,0,1,0,1,0.3808576570414048,-1.2643966114655794,-0.12323288010478772,3
1,1,1,1,0,1.7782857987333942,0.5158903590525954,1.625516324158565,3
1,1,0,1,1,2.153205544065391,-0.8193248688360357,-0.6884880528374216,3
1,1,0,1,1,1.130697147705399,1.554391091854864,-0.2279781047959164,3
1,0,1,0,0,0.48310849667740396,-1.2643966114655794,-0.7202399225962287,3
1,0,1,0,0,0.3808576570414048,-0.374253126206492,-0.3174345046522384,3
1,1,0,0,0,-1.6982427488905794,1.8511055869412265,-0.45175090465081447,1
1,1,0,1,1,2.1191219308533915,0.6642476065957766,-0.970444656295628,3
1,0,1,0,1,-1.63007552246658,0.6642476065957766,-0.7545798692863196,3
1,0,1,1,0,0.14227236455740658,-1.1160393639223982,1.0783537262696286,3
1,1,1,0,1,1.6760349590973949,1.4060338443116829,-1.0835052763122708,3
1,0,0,1,0,1.0966135344933994,-0.9676821163792169,0.6612659578529976,3
1,0,1,0,0,-1.2892393903465826,0.5158903590525954,1.5464601593779579,1
1,0,1,1,1,-1.0165704846505845,1.1093193492253204,-0.0979032753236111,1
1,1,1,0,1,-1.221072163922583,0.9609621016821391,0.5783756050260439,1
1,1,0,1,1,-0.7098179657425869,1.554391091854864,0.45103263453676057,1
1,1,0,0,0,1.1647807609173988,1.4060338443116829,0.7987455629898095,1
1,0,1,0,1,0.6876101759494024,-0.9676821163792169,-0.2753782545188751,3
1,0,0,1,0,-0.3689818336225895,1.1093193492253204,-0.3738929236346907,1
1,1,1,0,1,-0.6416507393185875,1.554391091854864,1.2039233847874768,1
1,0,0,1,0,-0.7439015789545866,1.554391091854864,1.0368486406679276,1
1,0,1,1,0,0.8239446287974014,-0.9676821163792169,-0.31146754950511163,3
1,1,0,1,0,1.2329479873413982,-0.374253126206492,-0.5143440245074212,3
1,1,1,1,0,-1.1869885507105833,1.8511055869412265,0.9147297513917914,1
1,1,0,0,1,-1.5959919092545802,-0.374253126206492,1.0164076256458427,1
1,1,1,0,0,-1.766409975314579,-0.374253126206492,-0.4892300928038516,3
1,1,1,0,0,-0.1644801543505911,-0.5226103737496732,0.9363689501783595,2
1,0,1,0,0,1.8464530251573936,-0.374253126206492,1.5303805332585922,3
1,1,1,0,1,0.040021524921407356,0.0708186164230517,0.577153457586271,1
1,1,0,0,0,-1.6982427488905794,1.4060338443116829,1.3739935883182341,1
1,0,0,1,1,-0.062229314714591866,0.3675331115094142,1.2114959061790112,2
1,1,1,0,0,1.3692824401893973,-0.6709676212928545,0.07995512267628754,3
1,0,1,0,0,-1.357406616770582,-0.9676821163792169,1.6792428841579954,3
1,1,0,1,0,0.3126904306174053,1.2576765967685015,0.22184404406639802,3
1,1,1,0,0,2.1191219308533915,0.5158903590525954,1.594627146710186,3
1,1,0,1,0,1.7101185723093946,1.1093193492253204,-0.624313330411697,3
1,1,1,1,1,1.8464530251573936,1.1093193492253204,1.3071588979353566,3
2,1,0,1,0,-0.3348982204105898,-0.6709676212928545,0.19035577473577733,1
2,0,1,1,0,1.0625299212813997,1.1093193492253204,0.4109174421018602,3
2,0,1,1,1,-1.6641591356785796,1.2576765967685015,-0.32833797690903627,1
2,0,1,1,1,-1.2892393903465826,1.554391091854864,0.7091933084323289,1
2,1,1,1,0,-1.0506540978625845,0.0708186164230517,-1.1215835563475494,1
2,1,0,0,1,-0.4030654468345893,1.2576765967685015,0.2818970143423002,1
2,0,1,1,0,-0.47123267325858875,1.554391091854864,1.4865509711537936,1
2,1,0,0,0,0.7898610155854017,1.8511055869412265,0.16725479175653962,3
2,0,1,1,0,1.2670316005533981,0.6642476065957766,0.6922749536778249,3
2,1,0,0,0,0.7898610155854017,-0.9676821163792169,0.28980502718788986,3
2,1,0,1,1,1.2329479873413982,-0.22589587866331076,0.011419011347843715,3
2,0,1,0,1,0.48310849667740396,-0.374253126206492,-0.21292891671400635,3
2,1,0,1,0,0.346774043829405,-0.374253126206492,0.7123804772458544,3
2,0,1,0,1,0.6194429495254029,1.8511055869412265,0.07741497309558298,3
2,1,0,0,1,1.5056168930373963,1.554391091854864,-0.40763377844253995,3
2,1,1,0,1,-1.3233230035585823,1.1093193492253204,1.4023905435364878,1
2,0,0,0,1,-1.8004935885265787,0.3675331115094142,0.8960860120164315,1
2,1,0,1,1,0.346774043829405,-0.8193248688360357,1.1570743995961803,3
2,1,0,0,0,0.2445232041934058,0.8126048541389579,-0.827597187893931,3
2,1,0,0,0,-0.8802360318025857,1.4060338443116829,0.699511983615304,1
2,1,1,0,1,1.4715332798253964,-0.9676821163792169,0.5840789597449844,3
2,1,0,1,0,0.5171921098894038,0.5158903590525954,0.6222530944814219,3
2,1,1,0,0,-0.0963129279265916,-0.6709676212928545,0.49459859621337277,2
2,1,0,1,0,-0.4030654468345893,0.8126048541389579,-0.46346914186746097,1
2,0,1,1,0,-1.4596574564065812,-1.2643966114655794,-0.38503603264438524,3
2,1,1,0,0,-1.63007552246658,-0.9676821163792169,-0.3504564492013977,1
2,0,1,0,0,-0.1644801543505911,1.2576765967685015,0.939987465147099,1
2,0,0,0,1,-1.5278246828305808,1.7027483393980452,-1.2257776165070158,1
2,0,0,0,1,-0.26673099398659034,1.554391091854864,1.719142403515289,1
2,0,1,0,1,0.14227236455740658,0.6642476065957766,0.5491159574973622,3
2,1,0,0,0,1.2670316005533981,0.6642476065957766,1.3890907037507234,3
2,1,0,1,1,1.403366053401397,0.21917586396623295,1.1242441644493384,3
2,1,1,1,1,-1.1529049374985836,-0.5226103737496732,0.5863075815469233,3
2,0,1,1,0,0.5853593363134032,0.9609621016821391,1.6989649889213903,3
2,0,1,1,1,1.5056168930373963,-0.374253126206492,-0.1012581898641643,3
2,0,0,1,0,-0.9143196450145854,-0.07753863112012951,1.2662529042158972,1
2,0,0,0,1,-0.9484032582265851,-0.9676821163792169,-0.15781246354777528,1
2,1,0,0,0,1.4715332798253964,-1.2643966114655794,-0.013191683174642933,3
2,1,0,0,0,1.130697147705399,-0.5226103737496732,0.551344579299301,3
2,1,1,1,0,-0.7779851921665865,0.8126048541389579,1.4030375627693088,1
2,1,1,1,1,-0.43714906004658904,1.2576765967685015,0.8498840460579561,1
2,0,0,1,0,-0.9143196450145854,-0.8193248688360357,-0.027330251595545682,1
2,1,0,1,1,1.3692824401893973,-0.6709676212928545,-0.1504795789091376,3
2,0,1,0,0,1.0966135344933994,0.3675331115094142,1.2472257460359026,3
2,1,1,0,0,-1.1188213242865839,-1.1160393639223982,0.1304705501869028,3
2,1,0,1,1,-0.6416507393185875,-0.22589587866331076,0.9839847729789252,1
2,0,1,0,0,0.5171921098894038,-0.8193248688360357,-0.36394799838947944,3
2,1,0,0,0,-1.4596574564065812,0.0708186164230517,-0.2871923464366803,1
2,0,0,1,0,1.3351988269773976,-0.9676821163792169,-0.30904721830085535,3
2,0,1,0,0,0.14227236455740658,-1.1160393639223982,-0.9199292287850128,3
2,1,1,1,1,-1.5278246828305808,-0.9676821163792169,1.3588964728857447,3
2,1,1,0,1,-1.1529049374985836,0.5158903590525954,1.115018149462817,1
2,1,1,0,1,0.005937911709407617,0.0708186164230517,-0.05697331792886212,3
2,1,1,0,1,1.539700506249396,0.9609621016821391,0.3471980295066392,3
2,1,1,1,0,-0.13039654113859134,1.4060338443116829,-0.23679673730251335,1
2,1,1,0,1,-0.5053162864705885,-1.1160393639223982,0.9976919952446139,3
2,1,1,1,1,1.130697147705399,-0.6709676212928545,-0.47492377865592117,3
2,1,0,1,1,1.6078677326733954,1.554391091854864,-0.6689576574763442,3
2,1,0,0,1,0.005937911709407617,0.3675331115094142,-1.0957507143852898,3
2,1,0,1,1,-1.6982427488905794,-0.6709676212928545,-0.21060444021090877,1
2,1,1,1,0,-1.4596574564065812,0.3675331115094142,-1.270278161519925,3
2,1,1,1,0,-1.0847377110745842,-0.9676821163792169,1.075669794637186,1
2,1,1,1,1,-0.9484032582265851,-1.2643966114655794,-0.9709478934767111,3
2,1,1,0,0,-1.4596574564065812,0.6642476065957766,0.02519812463940148,1
2,1,1,0,0,-1.3233230035585823,0.3675331115094142,-1.319307841162581,3
2,1,0,0,1,1.5056168930373963,-0.8193248688360357,0.08160861627127448,3
2,1,1,1,0,-1.4937410696185809,0.3675331115094142,-0.36605680181497,1
2,1,0,0,0,-1.4255738431945815,-0.8193248688360357,0.279189119034568,1
2,1,0,1,1,-0.0963129279265916,-1.1160393639223982,1.3610052763112352,3
2,1,0,0,0,-0.6075671261065877,-0.374253126206492,1.149717551282253,1
2,1,1,0,0,-1.63007552246658,1.554391091854864,1.7135588671727966,1
2,1,0,0,1,1.3011152137653978,-1.2643966114655794,1.0082120486967772,3
2,1,1,1,1,1.2670316005533981,-0.8193248688360357,0.44518549776608213,3
2,1,0,0,0,1.5737841194613957,-0.22589587866331076,-1.3100818261760596,3
2,1,0,0,0,0.9943626948574001,0.5158903590525954,0.6383566842760772,3
2,1,0,1,1,-0.5393998996825883,-0.5226103737496732,-1.185494678345088,1
2,1,1,1,0,1.6078677326733954,1.4060338443116829,0.673918778405941,3
2,1,0,0,0,0.040021524921407356,-0.9676821163792169,-0.3044701563205292,3
2,1,1,1,0,-1.0165704846505845,-0.8193248688360357,-1.3011913026435937,3
2,1,0,0,0,1.3351988269773976,1.554391091854864,1.5924943796094058,3
2,1,0,1,1,1.2670316005533981,0.3675331115094142,0.9409939395092649,3
2,1,0,0,0,1.4374496666133967,-0.9676821163792169,0.03509512253403341,3
2,1,1,1,0,0.5512757231014035,-0.374253126206492,0.4533091836892788,3
2,1,0,1,1,-0.1644801543505911,-1.2643966114655794,0.5276684681131114,3
2,1,0,0,0,1.1647807609173988,0.5158903590525954,0.6396267590664294,3
2,1,0,1,1,1.403366053401397,0.0708186164230517,-0.3834544300752673,3
2,1,0,1,0,-1.7323263621025793,-0.8193248688360357,0.9075885761554711,1
2,1,1,0,0,-1.5619082960425805,1.2576765967685015,-1.346266975863455,3
2,1,1,1,1,-0.8120688053785862,-1.1160393639223982,-0.02052456781328063,3
2,1,1,0,1,1.0284463080693997,1.1093193492253204,-0.7442994525870531,3
2,1,0,1,0,1.130697147705399,-0.07753863112012951,1.0022450935496505,3
2,1,0,0,0,-0.0963129279265916,0.21917586396623295,-0.3435069833673946,2
2,1,1,1,0,-0.26673099398659034,1.554391091854864,0.22222746287103268,1
2,1,0,1,0,0.8921118552214009,0.3675331115094142,1.4457647958107829,3
2,1,1,1,1,-0.9484032582265851,0.6642476065957766,-0.37156844713159315,3
2,1,0,1,1,-1.3233230035585823,0.9609621016821391,0.9212718347458702,1
2,1,1,1,1,-1.7323263621025793,0.5158903590525954,0.24655059329004334,3
2,1,1,0,0,-0.8461524185905859,0.5158903590525954,1.6665660999297622,1
2,1,1,0,0,0.5512757231014035,-0.9676821163792169,0.5109418227609247,3
2,1,0,1,1,0.21043959098140605,-1.2643966114655794,1.0227579995976042,3
2,1,0,1,0,-1.6982427488905794,1.554391091854864,-1.0284127868213293,1
2,1,0,0,1,-0.8120688053785862,-0.374253126206492,1.294577968408282,1
2,1,0,0,1,-1.63007552246658,0.6642476065957766,-0.3088315452232484,1
2,1,0,0,0,-0.43714906004658904,0.5158903590525954,1.6560220828023093,1
2,1,0,1,1,0.7216937891614021,1.7027483393980452,0.04877838112443251,3
2,1,0,1,1,-0.47123267325858875,1.554391091854864,1.5624199671208754,1
2,1,0,1,0,0.005937911709407617,-0.374253126206492,0.9751421767970385,3
2,1,1,0,0,0.5171921098894038,-0.6709676212928545,0.6203599641335382,3
2,1,0,1,0,-1.4255738431945815,1.4060338443116829,0.6327252205830057,1
2,1,1,1,0,1.2670316005533981,-0.9676821163792169,1.5894509928476181,3
2,1,1,0,0,-0.1644801543505911,-0.9676821163792169,-0.18798273073746438,1
2,1,0,1,0,1.2670316005533981,-0.8193248688360357,-1.0240034705680308,3
2,1,0,0,1,0.7216937891614021,1.1093193492253204,1.4002577764357076,3
2,1,0,0,1,0.48310849667740396,1.554391091854864,0.8427668344969254,3
2,1,1,1,0,1.1647807609173988,1.7027483393980452,-0.43936168452605734,3
2,1,0,0,0,0.7898610155854017,1.4060338443116829,1.156235670961042,3
2,1,1,0,0,-0.573483512894588,-0.6709676212928545,0.15031247332674597,1
2,1,1,0,0,0.6876101759494024,-1.2643966114655794,1.2611486413791984,3
2,1,0,1,0,-0.3348982204105898,0.5158903590525954,-0.24218856424268814,1
2,1,1,0,0,-0.13039654113859134,1.2576765967685015,1.4428651911007333,1
2,1,0,0,0,-1.8004935885265787,0.21917586396623295,0.41110915150417754,1
2,1,0,1,1,-0.1644801543505911,0.3675331115094142,0.3234260636192908,1
2,1,1,1,0,0.2445232041934058,0.0708186164230517,0.8872194521592552,3
2,1,1,1,1,0.7216937891614021,-0.22589587866331076,1.5283436208589707,3
2,1,0,0,0,0.7898610155854017,0.5158903590525954,-0.8862123376524532,3
2,1,1,0,1,-0.7098179657425869,0.8126048541389579,1.450341857791109,1
2,1,0,0,1,0.005937911709407617,0.21917586396623295,0.8721942277526348,3
2,1,1,1,1,-0.9484032582265851,-0.07753863112012951,-0.04642930080140922,3
2,1,1,0,1,-1.1188213242865839,-0.374253126206492,1.1005680532631488,1
2,1,0,0,0,-0.6075671261065877,1.554391091854864,1.2123346348141495,1
2,1,0,1,1,1.4374496666133967,0.6642476065957766,-0.5699397511794456,3
2,1,0,0,0,-1.5278246828305808,-0.07753863112012951,-1.239245202019808,3
2,1,0,1,1,-0.7439015789545866,1.7027483393980452,1.4624435138123901,1
2,1,0,0,0,-1.3233230035585823,1.2576765967685015,1.2942664406295163,1
2,1,0,1,1,1.0625299212813997,0.9609621016821391,-0.21963874579511272,3
2,1,0,1,0,0.14227236455740658,1.8511055869412265,0.2412066937004479,3
2,1,1,1,1,0.755777402373402,0.6642476065957766,-0.28896565840811556,3
2,1,0,0,0,1.403366053401397,0.0708186164230517,-0.23646124584845804,3
2,1,1,1,1,-0.7779851921665865,0.9609621016821391,0.30777778365513914,3
2,1,1,0,1,-0.26673099398659034,0.9609621016821391,0.4176991622088356,1
2,1,1,1,0,-1.5959919092545802,-0.6709676212928545,-0.4861148150161951,1
2,1,1,1,0,-1.766409975314579,0.0708186164230517,-0.07070450386984056,1
2,1,0,1,1,-1.357406616770582,-0.374253126206492,-1.1138912165795667,1
2,1,1,0,1,-0.26673099398659034,0.6642476065957766,-0.29581926954095994,1
2,1,1,1,0,-1.63007552246658,0.21917586396623295,-0.6308793774410654,1
2,1,1,0,0,-1.63007552246658,-0.5226103737496732,-0.7241699653437339,1
2,1,0,1,1,-0.19856376756259084,1.554391091854864,1.2750475730472044,1
2,1,0,1,1,-0.8461524185905859,0.0708186164230517,1.7368036322037723,1
2,1,0,1,0,-0.6757343525305872,1.2576765967685015,-0.43718099007469774,1
2,1,1,1,0,-1.0847377110745842,-0.374253126206492,-0.9107751048243605,1
3,1,1,1,1,-1.4937410696185809,-0.22589587866331076,-0.15884290158523093,3
3,1,1,0,1,-0.26673099398659034,0.9609621016821391,-0.7097677964946448,1
3,1,0,1,0,0.27860681740540555,-1.2643966114655794,1.3107294855535168,3
3,1,1,1,0,0.6876101759494024,0.21917586396623295,1.0798394741375879,2
3,1,0,0,0,1.2329479873413982,1.2576765967685015,-0.38529963307257153,2
3,1,0,0,1,-0.4030654468345893,-1.2643966114655794,-0.8558024337098674,3
3,1,0,0,1,-1.2551557771345827,-0.22589587866331076,1.3257067826095577,1
3,1,1,1,0,-0.8802360318025857,0.9609621016821391,-0.723163490981568,1
3,1,1,0,0,0.346774043829405,1.554391091854864,-0.37204772063738645,2
3,1,1,0,1,-0.8461524185905859,-0.374253126206492,-0.5188971228124577,1
3,1,0,0,1,1.5056168930373963,0.0708186164230517,-0.0699137025852816,2
3,1,0,0,0,-0.1644801543505911,-1.1160393639223982,-1.0847513874273333,3
3,1,0,0,0,-1.6982427488905794,0.0708186164230517,1.17861774368159,1
3,1,0,0,1,-1.4255738431945815,1.2576765967685015,-0.8922991111760282,1
3,1,0,0,1,0.005937911709407617,-0.6709676212928545,1.2336383421466621,2
3,1,0,0,0,1.3011152137653978,1.2576765967685015,0.7586543342301988,2
3,1,0,1,1,-1.1529049374985836,1.554391091854864,-0.05663782647480681,1
3,1,0,1,0,-0.47123267325858875,-0.374253126206492,1.524245832384438,1
3,1,1,0,0,-1.0847377110745842,1.554391091854864,-0.6816344417045773,1
3,1,0,1,1,0.44902488346540426,-0.9676821163792169,0.9460502749953844,2
3,1,1,1,1,0.8921118552214009,-1.1160393639223982,0.15146272974064992,3
3,1,1,1,0,-1.3914902299825818,-0.8193248688360357,-0.4841258299671528,1
3,1,0,0,0,-0.5053162864705885,-0.6709676212928545,0.841640541758311,1
3,1,0,0,0,-0.062229314714591866,0.5158903590525954,1.581375234275001,2
3,1,1,0,0,0.9261954684334006,-0.5226103737496732,-0.45038497515930354,2
3,1,0,1,1,-1.3233230035585823,1.554391091854864,0.9395081916413057,1
3,1,0,1,1,-0.5393998996825883,-0.374253126206492,-0.8791670171172915,1
3,1,0,1,0,1.0966135344933994,0.9609621016821391,0.40034946129911764,2
3,1,1,0,0,1.3692824401893973,-0.374253126206492,-0.31820134226150765,2
3,1,1,1,0,0.2445232041934058,0.3675331115094142,1.5800332684587794,2
3,1,1,1,1,0.6535265627374027,-0.9676821163792169,0.8455705845058162,3
3,1,0,1,0,-0.26673099398659034,0.5158903590525954,1.1747595919599536,1
3,1,0,0,1,-0.7779851921665865,0.0708186164230517,1.2683137802908084,1
3,1,1,1,0,0.3808576570414048,1.4060338443116829,-0.8240266002757708,2
3,1,1,0,1,0.3808576570414048,1.2576765967685015,-0.44484936616739074,2
3,1,1,1,1,-0.028145701502592123,0.3675331115094142,0.08168050729714348,3
3,1,0,1,1,0.755777402373402,0.3675331115094142,-0.21661932270861486,2
3,1,0,0,0,-0.6416507393185875,1.2576765967685015,-0.07511382012313904,1
3,1,1,0,0,1.0966135344933994,0.3675331115094142,-0.940274389105939,2
3,1,0,1,0,-1.2551557771345827,1.554391091854864,-0.30370331871125994,1
3,1,1,1,0,1.4374496666133967,-0.8193248688360357,0.5446587138934843,2
3,1,0,0,1,-1.5959919092545802,0.6642476065957766,-1.0855901160624717,1
3,1,1,0,1,-0.028145701502592123,-0.9676821163792169,-0.9202886839143578,2
3,1,0,1,0,1.3351988269773976,0.8126048541389579,0.9443248903745285,2
3,1,1,0,1,-1.5619082960425805,-0.6709676212928545,-0.8091211942455987,1
3,1,0,1,1,1.0966135344933994,0.0708186164230517,-0.013742847706305244,2
3,1,0,0,0,-0.43714906004658904,1.7027483393980452,-0.42495951567696827,1
3,1,0,1,0,-0.43714906004658904,0.9609621016821391,0.006985731419255565,1
3,1,0,1,1,1.5056168930373963,0.0708186164230517,1.4151871461411694,2
3,1,0,1,0,0.5512757231014035,-0.374253126206492,-0.4109647293078035,2
3,1,1,0,0,-0.6416507393185875,0.21917586396623295,-0.883432551318852,1
3,1,1,1,1,-0.062229314714591866,0.5158903590525954,1.627097926727683,3
3,1,1,1,0,1.1988643741293985,1.8511055869412265,0.019350987868723055,2
3,1,1,1,1,1.6078677326733954,-0.6709676212928545,-1.2888739735447055,3
3,1,0,0,1,-0.7098179657425869,-0.9676821163792169,1.0788569634507117,1
3,1,0,0,0,-0.7098179657425869,-0.5226103737496732,1.095751354529926,1
3,1,1,1,0,-1.4596574564065812,0.8126048541389579,-0.5425492703233578,1
3,1,0,0,0,1.4715332798253964,-1.1160393639223982,-0.03238658708166514,3
3,1,0,0,0,0.7216937891614021,-0.374253126206492,1.6674287922401902,2
3,1,1,0,1,-1.2551557771345827,0.8126048541389579,1.0246271662701982,1
3,1,0,0,0,-0.47123267325858875,-1.2643966114655794,0.8654843986715284,3
3,1,0,1,0,1.5056168930373963,0.6642476065957766,0.027714310544816375,2
3,1,0,0,0,1.0625299212813997,1.2576765967685015,-0.022202025083557227,2
3,1,1,0,1,0.21043959098140605,1.7027483393980452,-0.9435813762959128,2
3,1,1,0,1,-0.6416507393185875,-0.22589587866331076,-0.9428385023619332,1
3,1,0,0,0,-1.2551557771345827,-0.07753863112012951,-0.9206721027189925,1
3,1,1,1,0,-0.8461524185905859,0.9609621016821391,1.7455264100092107,1
3,1,1,1,0,-0.7779851921665865,-1.2643966114655794,-0.1960584893100817,3
3,1,0,0,1,0.005937911709407617,-0.8193248688360357,0.3625347816920252,2
3,1,1,1,0,-1.5959919092545802,0.0708186164230517,-0.024981811417158446,1
3,1,0,0,0,1.6078677326733954,-0.07753863112012951,0.0239280498490492,2
3,1,1,1,0,-1.5278246828305808,-0.07753863112012951,1.2119032886589354,1
3,1,0,1,0,0.8580282420094011,1.554391091854864,0.6532141629556698,2
3,1,0,1,0,-1.6641591356785796,-0.5226103737496732,0.8934979350851476,1
3,1,1,1,0,1.6078677326733954,-0.8193248688360357,1.2231662160450782,2
3,1,0,0,0,0.1763559777694063,1.2576765967685015,0.4821374850627466,2
3,1,0,0,0,0.0741051381334071,-0.6709676212928545,-0.9201209381873301,2
3,1,0,1,0,1.3351988269773976,-0.22589587866331076,-0.2227300599074796,2
3,1,1,0,1,-1.1188213242865839,0.3675331115094142,-0.5655543986014367,1
3,1,1,0,1,-1.8004935885265787,1.4060338443116829,0.721079291376003,1
3,1,1,0,1,0.7898610155854017,0.3675331115094142,0.0914337231400374,2
3,1,0,0,1,0.8239446287974014,1.1093193492253204,-0.4975934154799449,2
3,1,0,1,0,-1.5278246828305808,-1.1160393639223982,-0.6452336189395751,3
3,1,1,0,1,1.2329479873413982,1.1093193492253204,0.33162164056835647,2
3,1,1,1,0,-0.6757343525305872,-1.2643966114655794,0.21153966369184177,3
3,1,0,0,0,1.3011152137653978,0.21917586396623295,1.6392235464242537,2
3,1,0,0,0,1.1647807609173988,-1.2643966114655794,-0.8600440042361382,3
3,1,0,1,1,0.8239446287974014,-0.6709676212928545,1.7350542839076268,2
3,1,1,1,0,0.7898610155854017,1.7027483393980452,-0.3215322931267712,2
3,1,0,0,0,-1.4596574564065812,1.7027483393980452,0.018200731454819104,1
